game_id,week,season_type,neutral_site,canonical_away,canonical_home,home_conf,away_conf,conf_tier,conf_tier_label,home_score,away_score,actual_margin,home_sp,away_sp,rating_diff,effective_hfa,ppa_diff,success_rate_diff,ppa_adj,success_adj,ppa_active,proj_spread_sp,proj_spread,pred_home_margin_sp,pred_home_margin,pred_error_sp,abs_error_sp,pred_error,abs_error,posted_spread,model_edge,bet_qualifies,bet_side,bet_covered
401752825,2,regular,FALSE,Illinois,Duke,ACC,Big Ten,1,P4 (SEC/Big Ten/Big 12/ACC),19,45,-26,5.6,9.6,-4,2.5,0.07,NA,0.35000000000000003,0,TRUE,1.5,1.15,-1.5,-1.15,24.5,24.5,24.85,24.85,2.5,1.35,FALSE,NA,NA
401752812,2,regular,FALSE,Kennesaw State,Indiana,Big Ten,Conference USA,1,P4 (SEC/Big Ten/Big 12/ACC),56,9,47,20.1,-25.1,45.2,2.5,0.03,NA,0.15,0,TRUE,-47.7,-47.85,47.7,47.85,0.7000000000000028,0.7000000000000028,0.8500000000000014,0.8500000000000014,-35.5,12.350000000000001,FALSE,NA,NA
401754529,2,regular,FALSE,Central Michigan,Pittsburgh,ACC,Mid-American,1,P4 (SEC/Big Ten/Big 12/ACC),45,17,28,4.9,-15.8,20.700000000000003,3,-1.3877787807814457e-17,NA,-6.938893903907228e-17,0,TRUE,-23.700000000000003,-23.700000000000003,23.700000000000003,23.700000000000003,-4.299999999999997,4.299999999999997,-4.299999999999997,4.299999999999997,-21.5,2.200000000000003,FALSE,NA,NA
401752811,2,regular,FALSE,FIU,Penn State,Big Ten,Conference USA,1,P4 (SEC/Big Ten/Big 12/ACC),34,0,34,24.6,-12.1,36.7,4,0.020000000000000004,NA,0.10000000000000002,0,TRUE,-40.7,-40.800000000000004,40.7,40.800000000000004,6.700000000000003,6.700000000000003,6.800000000000004,6.800000000000004,-41.5,-0.6999999999999957,FALSE,NA,NA
401752693,2,regular,FALSE,San Jose State,Texas,SEC,Mountain West,1,P4 (SEC/Big Ten/Big 12/ACC),38,7,31,24.1,-5.5,29.6,4,-0.09000000000000001,NA,-0.45000000000000007,0,TRUE,-33.6,-33.150000000000006,33.6,33.150000000000006,2.6000000000000014,2.6000000000000014,2.1500000000000057,2.1500000000000057,-36.5,-3.3499999999999943,FALSE,NA,NA
401754524,2,regular,FALSE,Virginia,NC State,ACC,ACC,1,P4 (SEC/Big Ten/Big 12/ACC),35,31,4,3.9,-5.1,9,3,0.25,NA,1.25,0,TRUE,-12,-13.25,12,13.25,8,8,9.25,9.25,-2.5,10.75,TRUE,home,TRUE
401756885,2,regular,FALSE,Kent State,Texas Tech,Big 12,Mid-American,1,P4 (SEC/Big Ten/Big 12/ACC),62,14,48,4.3,-33,37.3,3,-0.14,NA,-0.7000000000000001,0,TRUE,-40.3,-39.599999999999994,40.3,39.599999999999994,-7.700000000000003,7.700000000000003,-8.400000000000006,8.400000000000006,-47.5,-7.900000000000006,TRUE,away,FALSE
401752822,2,regular,FALSE,Iowa,Iowa State,Big 12,Big Ten,1,P4 (SEC/Big Ten/Big 12/ACC),16,13,3,10.3,15.8,-5.5,3.5,0.029999999999999985,NA,0.1499999999999999,0,TRUE,2,1.8499999999999996,-2,-1.8499999999999996,-5,5,-4.85,4.85,-1.5,-3.3499999999999996,FALSE,NA,NA
401754618,2,regular,FALSE,UConn,Syracuse,ACC,FBS Independents,1,P4 (SEC/Big Ten/Big 12/ACC),27,20,7,5.5,1.5,4,2,-0.22999999999999998,NA,-1.15,0,TRUE,-6,-4.85,6,4.85,-1,1,-2.1500000000000004,2.1500000000000004,-7.5,-2.6500000000000004,FALSE,NA,NA
401752694,2,regular,FALSE,Utah State,Texas A&M,SEC,Mountain West,1,P4 (SEC/Big Ten/Big 12/ACC),44,22,22,17,-10.4,27.4,4.5,-0.05000000000000002,NA,-0.2500000000000001,0,TRUE,-31.9,-31.65,31.9,31.65,9.899999999999999,9.899999999999999,9.649999999999999,9.649999999999999,-34.5,-2.8500000000000014,FALSE,NA,NA
401752937,2,regular,FALSE,Fresno State,Oregon State,Pac-12,Mountain West,2,G5,27,36,-9,-6.7,-3.8,-2.9000000000000004,3,0.01999999999999999,NA,0.09999999999999995,0,TRUE,-0.09999999999999964,-0.19999999999999973,0.09999999999999964,0.19999999999999973,9.1,9.1,9.2,9.2,-1.5,-1.3000000000000003,FALSE,NA,NA
401761603,2,regular,FALSE,Texas State,UTSA,American Athletic,Sun Belt,2,G5,36,43,-7,2.2,5.4,-3.2,2,-0.10000000000000003,NA,-0.5000000000000002,0,TRUE,1.2000000000000002,1.7000000000000002,-1.2000000000000002,-1.7000000000000002,5.8,5.8,5.3,5.3,-4.5,-6.2,TRUE,away,TRUE
401752686,2,regular,FALSE,Ole Miss,Kentucky,SEC,SEC,1,P4 (SEC/Big Ten/Big 12/ACC),23,30,-7,5.5,27.9,-22.4,3,-0.16999999999999998,NA,-0.8499999999999999,0,TRUE,19.4,20.25,-19.4,-20.25,-12.399999999999999,12.399999999999999,-13.25,13.25,7.5,-12.75,FALSE,NA,NA
401752824,2,regular,FALSE,Oklahoma State,Oregon,Big Ten,Big 12,1,P4 (SEC/Big Ten/Big 12/ACC),69,3,66,26,-2.6,28.6,4,0.05999999999999996,NA,0.2999999999999998,0,TRUE,-32.6,-32.900000000000006,32.6,32.900000000000006,-33.4,33.4,-33.099999999999994,33.099999999999994,-28.5,4.400000000000006,FALSE,NA,NA
401752689,2,regular,FALSE,Kansas,Missouri,SEC,Big 12,1,P4 (SEC/Big Ten/Big 12/ACC),42,31,11,14,4.9,9.1,3,-0.25,NA,-1.25,0,TRUE,-12.1,-10.85,12.1,10.85,1.0999999999999996,1.0999999999999996,-0.15000000000000036,0.15000000000000036,-7,3.8499999999999996,FALSE,NA,NA
401754637,2,regular,FALSE,Troy,Clemson,ACC,Sun Belt,1,P4 (SEC/Big Ten/Big 12/ACC),27,16,11,13.3,-6.6,19.9,4.5,0.08,NA,0.4,0,TRUE,-24.4,-24.799999999999997,24.4,24.799999999999997,13.399999999999999,13.399999999999999,13.799999999999997,13.799999999999997,-29.5,-4.700000000000003,FALSE,NA,NA
401756880,2,regular,FALSE,Bowling Green,Cincinnati,Big 12,Mid-American,1,P4 (SEC/Big Ten/Big 12/ACC),34,20,14,-0.1,-1.8,1.7,3,0.32999999999999996,NA,1.65,0,TRUE,-4.7,-6.35,4.7,6.35,-9.3,9.3,-7.65,7.65,-21.5,-15.15,FALSE,NA,NA
401762458,2,regular,FALSE,UAB,Navy,American Athletic,American Athletic,2,G5,38,24,14,3.5,-11.3,14.8,3,-0.010000000000000037,NA,-0.05000000000000018,0,TRUE,-17.8,-17.75,17.8,17.75,3.8000000000000007,3.8000000000000007,3.75,3.75,-22.5,-4.75,FALSE,NA,NA
401752818,2,regular,FALSE,Miami (OH),Rutgers,Big Ten,Mid-American,1,P4 (SEC/Big Ten/Big 12/ACC),45,17,28,6.4,1.3,5.1000000000000005,2.5,0.33999999999999997,NA,1.6999999999999997,0,TRUE,-7.6000000000000005,-9.3,7.6000000000000005,9.3,-20.4,20.4,-18.7,18.7,-15.5,-6.199999999999999,TRUE,away,FALSE
401762461,2,regular,FALSE,North Texas,Western Michigan,Mid-American,American Athletic,2,G5,30,33,-3,-10.2,-4.5,-5.699999999999999,2.5,-0.35,NA,-1.75,0,TRUE,3.1999999999999993,4.949999999999999,-3.1999999999999993,-4.949999999999999,-0.1999999999999993,0.1999999999999993,-1.9499999999999993,1.9499999999999993,12.5,7.550000000000001,TRUE,home,TRUE
401752820,2,regular,FALSE,Middle Tennessee,Wisconsin,Big Ten,Conference USA,1,P4 (SEC/Big Ten/Big 12/ACC),42,10,32,3,-24.4,27.4,3.5,-0.18,NA,-0.8999999999999999,0,TRUE,-30.9,-30,30.9,30,-1.1000000000000014,1.1000000000000014,-2,2,-28.5,1.5,FALSE,NA,NA
